seqnames	start	end	width	strand	source	type	score	phase	gene_id	gene_type	gene_name	level	havana_gene	tag
9	60794542	60880370	85829	+	HAVANA	gene	NA	NA	ENSMUSG00000034485.10	protein_coding	Uaca	2	OTTMUSG00000063338.1	NA
9	61372366	61418497	46132	+	HAVANA	gene	NA	NA	ENSMUSG00000032280.16	protein_coding	Tle3	2	OTTMUSG00000035108.10	NA
9	61913284	61914542	1259	-	HAVANA	gene	NA	NA	ENSMUSG00000007892.8	protein_coding	Rplp1	2	OTTMUSG00000062531.1	NA
9	61915905	61946774	30870	-	HAVANA	gene	NA	NA	ENSMUSG00000032254.10	protein_coding	Kif23	2	OTTMUSG00000062532.2	NA
9	61953481	62026856	73376	-	HAVANA	gene	NA	NA	ENSMUSG00000032278.11	protein_coding	Paqr5	2	OTTMUSG00000023988.5	NA
9	62057248	62122655	65408	-	HAVANA	gene	NA	NA	ENSMUSG00000032252.14	protein_coding	Glce	1	OTTMUSG00000046492.2	ncRNA_host
9	62270729	62282208	11480	-	HAVANA	gene	NA	NA	ENSMUSG00000046846.4	protein_coding	Spesp1	2	OTTMUSG00000062535.1	NA
9	62341293	62378812	37520	+	HAVANA	gene	NA	NA	ENSMUSG00000032249.14	protein_coding	Anp32a	2	OTTMUSG00000033323.3	NA
9	62419492	62537044	117553	-	HAVANA	gene	NA	NA	ENSMUSG00000041729.15	protein_coding	Coro2b	2	OTTMUSG00000023697.4	NA
9	62677826	62783982	106157	+	HAVANA	gene	NA	NA	ENSMUSG00000032243.8	protein_coding	Itga11	2	OTTMUSG00000026249.2	NA
9	62791821	62811934	20114	-	HAVANA	gene	NA	NA	ENSMUSG00000032244.9	protein_coding	Fem1b	2	OTTMUSG00000062562.1	NA
9	62838785	62852006	13222	+	HAVANA	gene	NA	NA	ENSMUSG00000032245.12	protein_coding	Cln6	2	OTTMUSG00000033326.1	NA
9	62858080	62875921	17842	+	HAVANA	gene	NA	NA	ENSMUSG00000032246.14	protein_coding	Calml4	2	OTTMUSG00000062566.1	NA
9	62878368	62987924	109557	-	HAVANA	gene	NA	NA	ENSMUSG00000032405.10	protein_coding	Pias1	2	OTTMUSG00000062567.1	NA
9	63138170	63148961	10792	-	HAVANA	gene	NA	NA	ENSMUSG00000022245.15	protein_coding	Skor1	2	OTTMUSG00000027399.1	NA
9	63163768	63377902	214135	-	HAVANA	gene	NA	NA	ENSMUSG00000058444.8	protein_coding	Map2k5	2	OTTMUSG00000062570.1	NA
9	63394447	63399246	4800	-	HAVANA	gene	NA	NA	ENSMUSG00000032403.8	protein_coding	RP23-284J4.2	2	OTTMUSG00000045985.1	NA
9	63421455	63602493	181039	-	HAVANA	gene	NA	NA	ENSMUSG00000037801.13	protein_coding	Iqch	2	OTTMUSG00000036544.2	overlapping_locus
9	63602660	63644588	41929	+	HAVANA	gene	NA	NA	ENSMUSG00000037257.8	protein_coding	Aagab	2	OTTMUSG00000062586.1	NA
9	63646767	63757994	111228	-	HAVANA	gene	NA	NA	ENSMUSG00000032402.12	protein_coding	Smad3	2	OTTMUSG00000021500.2	NA
9	63953076	64022059	68984	-	HAVANA	gene	NA	NA	ENSMUSG00000036867.7	protein_coding	Smad6	2	OTTMUSG00000021505.5	NA
9	64117147	64138118	20972	+	HAVANA	gene	NA	NA	ENSMUSG00000032401.15	protein_coding	Lctl	1	OTTMUSG00000028804.1	NA
9	64137144	64173104	35961	-	HAVANA	gene	NA	NA	ENSMUSG00000032400.18	protein_coding	Zwilch	2	OTTMUSG00000028817.4	NA
9	64173375	64178666	5292	+	HAVANA	gene	NA	NA	ENSMUSG00000032399.8	protein_coding	Rpl4	2	OTTMUSG00000062590.1	ncRNA_host
9	64179274	64183132	3859	+	HAVANA	gene	NA	NA	ENSMUSG00000032398.7	protein_coding	Snapc5	2	OTTMUSG00000062591.1	NA
9	64185770	64253631	67862	-	HAVANA	gene	NA	NA	ENSMUSG00000004936.8	protein_coding	Map2k1	2	OTTMUSG00000016895.2	NA
9	64235201	64236362	1162	+	HAVANA	gene	NA	NA	ENSMUSG00000035337.3	protein_coding	Uchl4	2	OTTMUSG00000062593.1	NA
9	64281581	64305424	23844	+	HAVANA	gene	NA	NA	ENSMUSG00000032397.7	protein_coding	Tipin	2	OTTMUSG00000062594.1	ncRNA_host
9	64306756	64341288	34533	-	HAVANA	gene	NA	NA	ENSMUSG00000032396.17	protein_coding	Dis3l	2	OTTMUSG00000031812.2	NA
9	64385626	64709205	323580	+	HAVANA	gene	NA	NA	ENSMUSG00000036466.17	protein_coding	Megf11	2	OTTMUSG00000031743.4	NA
9	64715299	64737758	22460	-	HAVANA	gene	NA	NA	ENSMUSG00000004771.12	protein_coding	Rab11a	2	OTTMUSG00000036848.2	ncRNA_host
9	64811340	64919667	108328	+	HAVANA	gene	NA	NA	ENSMUSG00000053641.9	protein_coding	Dennd4a	2	OTTMUSG00000062613.1	NA
9	64922861	64951607	28747	-	HAVANA	gene	NA	NA	ENSMUSG00000034452.7	protein_coding	Slc24a1	2	OTTMUSG00000062614.1	NA
9	64960905	64986978	26074	+	HAVANA	gene	NA	NA	ENSMUSG00000034263.13	protein_coding	Ints14	2	OTTMUSG00000062615.1	NA
9	64986983	65021693	34711	-	HAVANA	gene	NA	NA	ENSMUSG00000033629.6	protein_coding	Hacd3	2	OTTMUSG00000062616.1	NA
9	65032414	65082651	50238	+	HAVANA	gene	NA	NA	ENSMUSG00000032393.15	protein_coding	Dpp8	2	OTTMUSG00000062617.1	NA
9	65101486	65137940	36455	+	HAVANA	gene	NA	NA	ENSMUSG00000032816.15	protein_coding	Igdcc4	2	OTTMUSG00000062619.1	NA
9	65141189	65185872	44684	+	HAVANA	gene	NA	NA	ENSMUSG00000032394.6	protein_coding	Igdcc3	2	OTTMUSG00000062620.1	NA
9	65195353	65239224	43872	+	HAVANA	gene	NA	NA	ENSMUSG00000032392.11	protein_coding	Parp16	2	OTTMUSG00000062621.1	NA
9	65265180	65280605	15426	+	HAVANA	gene	NA	NA	ENSMUSG00000042254.14	protein_coding	Cilp	2	OTTMUSG00000016695.3	NA
9	65294260	65330658	36399	+	HAVANA	gene	NA	NA	ENSMUSG00000015357.10	protein_coding	Clpx	2	OTTMUSG00000031828.2	NA
9	65346104	65359643	13540	+	HAVANA	gene	NA	NA	ENSMUSG00000041837.4	protein_coding	Pdcd7	2	OTTMUSG00000062625.1	NA
9	65361041	65380377	19337	+	HAVANA	gene	NA	NA	ENSMUSG00000086228.2	protein_coding	Ubap1l	2	OTTMUSG00000062626.1	overlapping_locus
9	65388684	65391652	2969	-	HAVANA	gene	NA	NA	ENSMUSG00000054978.3	protein_coding	Kbtbd13	2	OTTMUSG00000044916.1	NA
9	65398506	65414853	16348	+	HAVANA	gene	NA	NA	ENSMUSG00000041696.14	protein_coding	Rasl12	2	OTTMUSG00000062628.1	NA
9	65412714	65422955	10242	-	HAVANA	gene	NA	NA	ENSMUSG00000053862.6	protein_coding	Slc51b	2	OTTMUSG00000062629.1	NA
9	65435782	65453054	17273	+	HAVANA	gene	NA	NA	ENSMUSG00000059183.12	protein_coding	Mtfmt	2	OTTMUSG00000022955.1	NA
9	65460947	65488470	27524	+	HAVANA	gene	NA	NA	ENSMUSG00000032388.7	protein_coding	Spg21	2	OTTMUSG00000062631.1	NA
9	65488470	65520193	31724	-	HAVANA	gene	NA	NA	ENSMUSG00000066510.5	protein_coding	Ankdd1a	2	OTTMUSG00000062637.2	NA
9	65552698	65580040	27343	-	HAVANA	gene	NA	NA	ENSMUSG00000050721.9	protein_coding	Plekho2	2	OTTMUSG00000062639.1	NA
9	65587160	65595967	8808	+	HAVANA	gene	NA	NA	ENSMUSG00000041064.13	protein_coding	Pif1	2	OTTMUSG00000034117.3	NA
9	65629648	65660528	30881	+	HAVANA	gene	NA	NA	ENSMUSG00000032387.15	protein_coding	Rbpms2	2	OTTMUSG00000062640.2	NA
9	65668001	65690300	22300	+	HAVANA	gene	NA	NA	ENSMUSG00000040652.16	protein_coding	Oaz2	2	OTTMUSG00000031899.2	NA
9	65692391	65827564	135174	-	HAVANA	gene	NA	NA	ENSMUSG00000040524.9	protein_coding	Zfp609	2	OTTMUSG00000034279.2	NA
9	65828930	65908794	79865	-	HAVANA	gene	NA	NA	ENSMUSG00000032386.15	protein_coding	Trip4	2	OTTMUSG00000029847.1	NA
9	65890237	65903266	13030	+	HAVANA	gene	NA	NA	ENSMUSG00000040204.6	protein_coding	Pclaf	2	OTTMUSG00000029849.1	ncRNA_host
9	65908924	66045015	136092	+	HAVANA	gene	NA	NA	ENSMUSG00000032384.16	protein_coding	Csnk1g1	2	OTTMUSG00000029794.5	NA
9	66060222	66066623	6402	+	HAVANA	gene	NA	NA	ENSMUSG00000032383.7	protein_coding	Ppib	2	OTTMUSG00000062641.1	NA
9	66065176	66069719	4544	-	HAVANA	gene	NA	NA	ENSMUSG00000039452.6	protein_coding	Snx22	2	OTTMUSG00000062642.1	NA
9	66088133	66126587	38455	-	HAVANA	gene	NA	NA	ENSMUSG00000032382.14	protein_coding	Snx1	1	OTTMUSG00000031789.1	NA
9	66126611	66138955	12345	+	HAVANA	gene	NA	NA	ENSMUSG00000032381.5	protein_coding	Fam96a	2	OTTMUSG00000021048.1	NA
9	66158223	66272242	114020	+	HAVANA	gene	NA	NA	ENSMUSG00000032380.8	protein_coding	Dapk2	2	OTTMUSG00000029452.2	NA
9	66350450	66508775	158326	+	HAVANA	gene	NA	NA	ENSMUSG00000038664.16	protein_coding	Herc1	1	OTTMUSG00000017312.3	NA
9	66508459	66514593	6135	-	ENSEMBL	gene	NA	NA	ENSMUSG00000050503.8	protein_coding	Fbxl22	3	NA	NA
9	66514637	66593142	78506	-	HAVANA	gene	NA	NA	ENSMUSG00000032376.12	protein_coding	Usp3	2	OTTMUSG00000023730.2	NA
9	66713686	66766845	53160	+	HAVANA	gene	NA	NA	ENSMUSG00000032373.15	protein_coding	Car12	2	OTTMUSG00000025353.4	NA
9	66775202	66795490	20289	-	HAVANA	gene	NA	NA	ENSMUSG00000032375.15	protein_coding	Aph1b	1	OTTMUSG00000036114.6	NA
9	66797039	66799074	2036	+	ENSEMBL	gene	NA	NA	ENSMUSG00000074232.2	protein_coding	Gm10647	3	NA	NA
9	66814994	66834726	19733	-	HAVANA	gene	NA	NA	ENSMUSG00000053040.13	protein_coding	Aph1c	2	OTTMUSG00000036116.4	NA
9	66843664	66919687	76024	-	HAVANA	gene	NA	NA	ENSMUSG00000036943.9	protein_coding	Rab8b	2	OTTMUSG00000062649.1	NA
9	66946086	66949516	3431	+	HAVANA	gene	NA	NA	ENSMUSG00000036781.13	protein_coding	Rps27l	2	OTTMUSG00000033768.1	NA
9	66955388	66975484	20097	-	HAVANA	gene	NA	NA	ENSMUSG00000032370.8	protein_coding	Lactb	2	OTTMUSG00000062650.1	NA
9	67022590	67049406	26817	-	HAVANA	gene	NA	NA	ENSMUSG00000032366.15	protein_coding	Tpm1	2	OTTMUSG00000020411.2	NA
9	67217087	67559703	342617	-	HAVANA	gene	NA	NA	ENSMUSG00000052698.15	protein_coding	Tln2	2	OTTMUSG00000062653.2	ncRNA_host
9	67759437	67760930	1494	+	HAVANA	gene	NA	NA	ENSMUSG00000091956.2	protein_coding	C2cd4b	2	OTTMUSG00000045526.2	NA
9	67830489	67832330	1842	-	HAVANA	gene	NA	NA	ENSMUSG00000047990.6	protein_coding	C2cd4a	2	OTTMUSG00000062685.1	NA
9	67840396	67995638	155243	+	HAVANA	gene	NA	NA	ENSMUSG00000035284.10	protein_coding	Vps13c	2	OTTMUSG00000062686.1	NA
9	68653786	69388246	734461	+	HAVANA	gene	NA	NA	ENSMUSG00000032238.17	protein_coding	Rora	2	OTTMUSG00000023055.2	NA
9	69397906	69433122	35217	+	HAVANA	gene	NA	NA	ENSMUSG00000032235.15	protein_coding	Ice2	1	OTTMUSG00000030929.2	NA
9	69453620	69491795	38176	+	HAVANA	gene	NA	NA	ENSMUSG00000032231.14	protein_coding	Anxa2	2	OTTMUSG00000030907.4	ncRNA_host
9	69757710	69760940	3231	-	HAVANA	gene	NA	NA	ENSMUSG00000059246.4	protein_coding	Foxb1	2	OTTMUSG00000062761.1	NA
9	69989466	70008317	18852	+	HAVANA	gene	NA	NA	ENSMUSG00000011958.17	protein_coding	Bnip2	2	OTTMUSG00000030864.1	NA
9	70012550	70022866	10317	+	HAVANA	gene	NA	NA	ENSMUSG00000033543.17	protein_coding	Gtf2a2	2	OTTMUSG00000030858.3	NA
9	70031496	70038088	6593	-	HAVANA	gene	NA	NA	ENSMUSG00000032226.5	protein_coding	Gcnt3	2	OTTMUSG00000062764.1	NA
9	70088511	70142560	54050	-	HAVANA	gene	NA	NA	ENSMUSG00000032224.15	protein_coding	Fam81a	2	OTTMUSG00000030841.3	NA
9	70207350	70399766	192417	+	HAVANA	gene	NA	NA	ENSMUSG00000032220.10	protein_coding	Myo1e	2	OTTMUSG00000063621.1	NA
9	70407692	70421547	13856	-	HAVANA	gene	NA	NA	ENSMUSG00000032218.7	protein_coding	Ccnb2	2	OTTMUSG00000063622.1	NA
9	70425424	70503725	78302	-	HAVANA	gene	NA	NA	ENSMUSG00000032217.13	protein_coding	Rnf111	2	OTTMUSG00000063623.1	NA
9	70542754	70592234	49481	+	HAVANA	gene	NA	NA	ENSMUSG00000032212.10	protein_coding	Sltm	2	OTTMUSG00000063624.1	NA
9	70599014	70657174	58161	-	HAVANA	gene	NA	NA	ENSMUSG00000042444.10	protein_coding	Fam63b	2	OTTMUSG00000063625.1	NA
9	70656251	70657860	1610	+	ENSEMBL	gene	NA	NA	ENSMUSG00000074213.2	protein_coding	Gm10642	3	NA	NA
9	70678997	70780229	101233	+	HAVANA	gene	NA	NA	ENSMUSG00000054693.14	protein_coding	Adam10	2	OTTMUSG00000033211.2	NA
9	70798128	70952226	154099	-	HAVANA	gene	NA	NA	ENSMUSG00000032207.10	protein_coding	Lipc	2	OTTMUSG00000062767.1	ncRNA_host
9	71110659	71168682	58024	-	HAVANA	gene	NA	NA	ENSMUSG00000032204.13	protein_coding	Aqp9	1	OTTMUSG00000023895.1	NA
9	71215789	71296243	80455	+	HAVANA	gene	NA	NA	ENSMUSG00000013584.5	protein_coding	Aldh1a2	2	OTTMUSG00000021057.1	NA
9	71478437	71485935	7499	-	HAVANA	gene	NA	NA	ENSMUSG00000032199.12	protein_coding	Polr2m	2	OTTMUSG00000036049.6	overlapping_locus
9	71479325	71592265	112941	-	HAVANA	gene	NA	NA	ENSMUSG00000092137.7	protein_coding	Gcom1	2	OTTMUSG00000036055.1	overlapping_locus
9	71504347	71592360	88014	-	HAVANA	gene	NA	NA	ENSMUSG00000041361.13	protein_coding	Myzap	2	OTTMUSG00000036492.2	overlapping_locus
9	71626509	71771602	145094	-	HAVANA	gene	NA	NA	ENSMUSG00000032232.14	protein_coding	Cgnl1	2	OTTMUSG00000031674.1	NA
9	71842688	72111871	269184	-	HAVANA	gene	NA	NA	ENSMUSG00000032228.16	protein_coding	Tcf12	2	OTTMUSG00000044751.6	overlapping_locus
9	72274860	72363777	88918	+	HAVANA	gene	NA	NA	ENSMUSG00000038535.17	protein_coding	Zfp280d	2	OTTMUSG00000044709.6	overlapping_locus
9	72438011	72462025	24015	+	HAVANA	gene	NA	NA	ENSMUSG00000032221.14	protein_coding	Mns1	2	OTTMUSG00000044713.4	overlapping_locus
9	72450394	72492212	41819	-	HAVANA	gene	NA	NA	ENSMUSG00000090626.9	protein_coding	Tex9	1	OTTMUSG00000044783.21	NA
9	72532240	72622937	90698	+	HAVANA	gene	NA	NA	ENSMUSG00000037674.15	protein_coding	Rfx7	2	OTTMUSG00000044716.4	overlapping_locus
9	72662346	72749852	87507	+	HAVANA	gene	NA	NA	ENSMUSG00000032216.14	protein_coding	Nedd4	2	OTTMUSG00000044728.16	overlapping_locus
9	72806874	72917291	110418	+	HAVANA	gene	NA	NA	ENSMUSG00000036030.9	protein_coding	Prtg	2	OTTMUSG00000044731.3	overlapping_locus
9	72925645	72952181	26537	+	HAVANA	gene	NA	NA	ENSMUSG00000034910.5	protein_coding	Pygo1	2	OTTMUSG00000027456.1	NA
9	72958785	72973064	14280	+	HAVANA	gene	NA	NA	ENSMUSG00000092192.7	protein_coding	Dyx1c1	1	OTTMUSG00000033537.3	overlapping_locus
9	72958852	73016319	57468	+	HAVANA	gene	NA	NA	ENSMUSG00000089865.2	protein_coding	Dyx1c1Ccpg1	2	OTTMUSG00000037514.1	overlapping_locus
9	72979722	72985382	5661	-	HAVANA	gene	NA	NA	ENSMUSG00000086158.2	protein_coding	Ccpg1os	2	OTTMUSG00000033539.2	NA
9	72985429	73016340	30912	+	HAVANA	gene	NA	NA	ENSMUSG00000034563.16	protein_coding	Ccpg1	2	OTTMUSG00000033538.4	overlapping_locus
9	73007419	73040378	32960	-	HAVANA	gene	NA	NA	ENSMUSG00000079469.10	protein_coding	Pigb	2	OTTMUSG00000044840.2	NA
9	73044854	73097629	52776	+	HAVANA	gene	NA	NA	ENSMUSG00000032202.11	protein_coding	Rab27a	2	OTTMUSG00000044792.6	overlapping_locus
9	73101836	73104438	2603	+	HAVANA	gene	NA	NA	ENSMUSG00000092622.8	protein_coding	Khdc3	2	OTTMUSG00000037515.5	overlapping_locus
9	73102470	73117920	15451	+	HAVANA	gene	NA	NA	ENSMUSG00000092310.2	protein_coding	RP24-280G4.3	2	OTTMUSG00000037516.3	overlapping_locus
9	73113426	73123333	9908	+	HAVANA	gene	NA	NA	ENSMUSG00000032215.15	protein_coding	Rsl24d1	2	OTTMUSG00000035636.2	overlapping_locus
9	73479422	73968966	489545	-	HAVANA	gene	NA	NA	ENSMUSG00000062151.13	protein_coding	Unc13c	2	OTTMUSG00000044794.2	overlapping_locus
9	74110356	74283308	172953	+	HAVANA	gene	NA	NA	ENSMUSG00000044976.17	protein_coding	Wdr72	1	OTTMUSG00000023578.6	NA
9	74861921	74891781	29861	+	HAVANA	gene	NA	NA	ENSMUSG00000043013.10	protein_coding	Onecut1	2	OTTMUSG00000034722.4	overlapping_locus
9	74952884	75032468	79585	+	HAVANA	gene	NA	NA	ENSMUSG00000034858.16	protein_coding	Fam214a	2	OTTMUSG00000062793.1	NA
9	75037614	75060313	22700	+	HAVANA	gene	NA	NA	ENSMUSG00000007656.13	protein_coding	Arpp19	2	OTTMUSG00000036813.3	NA
9	75071015	75223688	152674	+	HAVANA	gene	NA	NA	ENSMUSG00000034593.16	protein_coding	Myo5a	2	OTTMUSG00000016492.8	NA
9	75232020	75305451	73432	+	HAVANA	gene	NA	NA	ENSMUSG00000033590.8	protein_coding	Myo5c	2	OTTMUSG00000062795.1	NA
9	75306288	75345876	39589	+	HAVANA	gene	NA	NA	ENSMUSG00000032192.9	protein_coding	Gnb5	2	OTTMUSG00000062797.1	NA
9	75347758	75351632	3875	+	ENSEMBL	gene	NA	NA	ENSMUSG00000032191.5	protein_coding	Bcl2l10	3	NA	NA
9	75369062	75410005	40944	-	HAVANA	gene	NA	NA	ENSMUSG00000042688.16	protein_coding	Mapk6	2	OTTMUSG00000037218.2	overlapping_locus
9	75441524	75466432	24909	+	HAVANA	gene	NA	NA	ENSMUSG00000042487.6	protein_coding	Leo1	2	OTTMUSG00000062803.1	NA
9	75497707	75559657	61951	-	HAVANA	gene	NA	NA	ENSMUSG00000058587.9	protein_coding	Tmod3	2	OTTMUSG00000062847.4	NA
9	75565621	75611325	45705	-	HAVANA	gene	NA	NA	ENSMUSG00000032186.15	protein_coding	Tmod2	2	OTTMUSG00000062853.5	NA
9	75625741	75637771	12031	+	HAVANA	gene	NA	NA	ENSMUSG00000032184.5	protein_coding	Lysmd2	2	OTTMUSG00000062850.2	NA
9	75643189	75684056	40868	-	HAVANA	gene	NA	NA	ENSMUSG00000032181.7	protein_coding	Scg3	2	OTTMUSG00000062792.3	NA
9	75775364	75900310	124947	+	HAVANA	gene	NA	NA	ENSMUSG00000032179.7	protein_coding	Bmp5	2	OTTMUSG00000021529.2	NA
9	76014855	76136350	121496	+	HAVANA	gene	NA	NA	ENSMUSG00000007908.14	protein_coding	Hmgcll1	2	OTTMUSG00000027403.8	NA
9	76164102	76213657	49556	-	HAVANA	gene	NA	NA	ENSMUSG00000059383.14	protein_coding	Gfral	2	OTTMUSG00000044824.1	NA
9	76225880	76323856	97977	-	HAVANA	gene	NA	NA	ENSMUSG00000032360.16	protein_coding	Hcrtr2	2	OTTMUSG00000044825.2	NA
9	76490054	76567116	77063	-	HAVANA	gene	NA	NA	ENSMUSG00000032358.12	protein_coding	Fam83b	2	OTTMUSG00000044827.2	NA
9	76951693	77045794	94102	-	HAVANA	gene	NA	NA	ENSMUSG00000032357.12	protein_coding	Tinag	2	OTTMUSG00000044835.3	NA
9	77102081	77352969	250889	-	HAVANA	gene	NA	NA	ENSMUSG00000032355.16	protein_coding	Mlip	2	OTTMUSG00000044846.6	NA
9	77430823	77544870	114048	-	HAVANA	gene	NA	NA	ENSMUSG00000032352.16	protein_coding	Lrrc1	2	OTTMUSG00000044852.4	NA
9	77636500	77660127	23628	+	HAVANA	gene	NA	NA	ENSMUSG00000044938.8	protein_coding	Klhl31	2	OTTMUSG00000044856.2	NA
9	77754535	77794485	39951	+	HAVANA	gene	NA	NA	ENSMUSG00000032350.9	protein_coding	Gclc	2	OTTMUSG00000021059.2	NA
9	77917364	77984519	67156	+	HAVANA	gene	NA	NA	ENSMUSG00000032349.13	protein_coding	Elovl5	2	OTTMUSG00000022986.3	NA
9	78051924	78065624	13701	+	HAVANA	gene	NA	NA	ENSMUSG00000023333.8	protein_coding	Gcm1	2	OTTMUSG00000062910.1	NA
9	78081499	78109065	27567	-	HAVANA	gene	NA	NA	ENSMUSG00000001366.14	protein_coding	Fbxo9	2	OTTMUSG00000034577.3	NA
9	78109192	78172107	62916	+	HAVANA	gene	NA	NA	ENSMUSG00000009828.15	protein_coding	Ick	2	OTTMUSG00000031751.3	NA
9	78182774	78209349	26576	+	HAVANA	gene	NA	NA	ENSMUSG00000032348.6	protein_coding	Gsta4	2	OTTMUSG00000062950.1	NA
9	78230656	78242684	12029	+	HAVANA	gene	NA	NA	ENSMUSG00000074183.3	protein_coding	Gsta1	2	OTTMUSG00000031890.1	NA
9	78257129	78269166	12038	+	HAVANA	gene	NA	NA	ENSMUSG00000111709.1	protein_coding	RP24-160H16.10	2	OTTMUSG00000062953.1	NA
9	78289923	78305525	15603	+	HAVANA	gene	NA	NA	ENSMUSG00000074179.11	protein_coding	AC138587.1	2	OTTMUSG00000019693.10	NA
9	78311972	78314796	2825	-	HAVANA	gene	NA	NA	ENSMUSG00000066463.13	protein_coding	Omt2a	1	OTTMUSG00000037975.3	NA
9	78327589	78329620	2032	+	HAVANA	gene	NA	NA	ENSMUSG00000038750.12	protein_coding	Omt2b	2	OTTMUSG00000047888.6	NA
9	78331018	78355788	24771	-	HAVANA	gene	NA	NA	ENSMUSG00000057933.10	protein_coding	Gsta2	2	OTTMUSG00000031004.12	NA
9	78367052	78368177	1126	-	HAVANA	gene	NA	NA	ENSMUSG00000060461.5	protein_coding	Dppa5a	2	OTTMUSG00000019688.1	NA
9	78376109	78378725	2617	-	HAVANA	gene	NA	NA	ENSMUSG00000032346.7	protein_coding	Ooep	2	OTTMUSG00000019689.1	NA
9	78395777	78423587	27811	+	HAVANA	gene	NA	NA	ENSMUSG00000070291.4	protein_coding	Ddx43	2	OTTMUSG00000019690.1	NA
9	78430526	78443237	12712	-	HAVANA	gene	NA	NA	ENSMUSG00000032344.17	protein_coding	Mb21d1	2	OTTMUSG00000019697.4	NA
9	78447865	78448786	922	-	ENSEMBL	gene	NA	NA	ENSMUSG00000090317.1	protein_coding	Gm17324	3	NA	NA
9	78448208	78475348	27141	+	HAVANA	gene	NA	NA	ENSMUSG00000032342.13	protein_coding	Mto1	2	OTTMUSG00000019696.3	NA
9	78478449	78489151	10703	-	HAVANA	gene	NA	NA	ENSMUSG00000037742.14	protein_coding	Eef1a1	2	OTTMUSG00000019692.3	ncRNA_host
9	78536488	78588041	51554	-	HAVANA	gene	NA	NA	ENSMUSG00000049624.14	protein_coding	Slc17a5	2	OTTMUSG00000030755.2	NA
9	78615546	78716253	100708	+	HAVANA	gene	NA	NA	ENSMUSG00000046186.8	protein_coding	Cd109	2	OTTMUSG00000036023.1	NA
9	79598991	79718831	119841	-	HAVANA	gene	NA	NA	ENSMUSG00000032332.17	protein_coding	Col12a1	2	OTTMUSG00000021365.2	NA
9	79755361	79759878	4518	-	HAVANA	gene	NA	NA	ENSMUSG00000032330.7	protein_coding	Cox7a2	2	OTTMUSG00000062962.1	NA
9	79768943	79793507	24565	-	HAVANA	gene	NA	NA	ENSMUSG00000032328.12	protein_coding	Tmem30a	2	OTTMUSG00000027405.3	NA
9	79815051	80012851	197801	-	HAVANA	gene	NA	NA	ENSMUSG00000034898.16	protein_coding	Filip1	2	OTTMUSG00000036908.3	NA
9	80066903	80144953	78051	+	HAVANA	gene	NA	NA	ENSMUSG00000034252.14	protein_coding	Senp6	1	OTTMUSG00000042004.11	NA
9	80165031	80311729	146699	+	HAVANA	gene	NA	NA	ENSMUSG00000033577.18	protein_coding	Myo6	1	OTTMUSG00000017558.5	NA
9	80313330	80465481	152152	-	HAVANA	gene	NA	NA	ENSMUSG00000032343.15	protein_coding	Impg1	1	OTTMUSG00000044863.5	NA
9	81628291	81633828	5538	-	HAVANA	gene	NA	NA	ENSMUSG00000049511.5	protein_coding	Htr1b	2	OTTMUSG00000044868.2	NA
9	81863670	82206007	342338	+	HAVANA	gene	NA	NA	ENSMUSG00000043289.12	protein_coding	Mei4	2	OTTMUSG00000027459.4	overlapping_locus
9	82829540	82847687	18148	+	HAVANA	gene	NA	NA	ENSMUSG00000032251.12	protein_coding	Irak1bp1	2	OTTMUSG00000044898.3	NA
9	82866159	82975516	109358	-	HAVANA	gene	NA	NA	ENSMUSG00000032253.13	protein_coding	Phip	1	OTTMUSG00000044899.8	NA
9	83109948	83146685	36738	-	HAVANA	gene	NA	NA	ENSMUSG00000066456.14	protein_coding	Hmgn3	1	OTTMUSG00000034786.4	NA
9	83390293	83441127	50835	-	HAVANA	gene	NA	NA	ENSMUSG00000032258.15	protein_coding	Lca5	2	OTTMUSG00000016496.6	NA
9	83548327	83638801	90475	+	HAVANA	gene	NA	NA	ENSMUSG00000032261.16	protein_coding	Sh3bgrl2	2	OTTMUSG00000044944.4	NA
9	83778692	83806277	27586	-	HAVANA	gene	NA	NA	ENSMUSG00000032262.13	protein_coding	Elovl4	2	OTTMUSG00000044946.2	NA
9	83834689	83872389	37701	+	HAVANA	gene	NA	NA	ENSMUSG00000038379.15	protein_coding	Ttk	2	OTTMUSG00000044947.5	NA
9	83925145	84124240	199096	+	HAVANA	gene	NA	NA	ENSMUSG00000032263.14	protein_coding	Bckdhb	2	OTTMUSG00000044979.2	NA
9	85312773	85312860	88	+	ENSEMBL	gene	NA	NA	ENSMUSG00000079433.1	protein_coding	Gm11114	3	NA	NA
9	85320439	85327348	6910	-	HAVANA	gene	NA	NA	ENSMUSG00000032265.14	protein_coding	Fam46a	2	OTTMUSG00000045030.1	NA
9	85687360	85749334	61975	-	HAVANA	gene	NA	NA	ENSMUSG00000035941.15	protein_coding	Ibtk	2	OTTMUSG00000045033.5	NA
9	85842380	85847040	4661	+	HAVANA	gene	NA	NA	ENSMUSG00000035274.13	protein_coding	Tpbg	2	OTTMUSG00000045041.1	NA
9	86307306	86464950	157645	-	HAVANA	gene	NA	NA	ENSMUSG00000032415.14	protein_coding	Ube2cbp	2	OTTMUSG00000031697.4	NA
9	86467154	86555923	88770	+	HAVANA	gene	NA	NA	ENSMUSG00000034973.16	protein_coding	Dopey1	2	OTTMUSG00000045042.5	NA
